trade_id,timestamp,symbol,action,quantity,price,value,realized_pnl,realized_pnl_pct,is_winner,is_loser,harmony_score,dominant_planet,fire_decision,ether_decision,portfolio_value_before,portfolio_value_after
1,2020-01-30 05:00:00+00:00,TTE,BUY,0.0058185,34.57040023803711,0.20114787378501892,,,,,0.58185,SUN,APPROVE,EXECUTE,100000.0,100000.0
2,2020-01-30 05:00:00+00:00,SHEL,BUY,0.005835999999999999,42.153472900390625,0.24600766784667966,,,,,0.5835999999999999,SUN,APPROVE,EXECUTE,100000.0,100000.0
3,2020-01-30 05:00:00+00:00,USO,BUY,0.0039078,88.63999938964844,0.3463873896148682,,,,,0.6513,SUN,APPROVE,EXECUTE,100000.0,100000.0
4,2020-01-30 05:00:00+00:00,EEM,BUY,0.006291,37.635257720947266,0.23676340632247925,,,,,0.6291,SUN,APPROVE,EXECUTE,100000.0,100000.0
5,2020-01-31 05:00:00+00:00,EFA,BUY,0.006136999999999999,56.413330078125,0.3462086066894531,,,,,0.6136999999999999,SUN,APPROVE,EXECUTE,99999.97474114233,100000.0
6,2020-02-03 05:00:00+00:00,USO,SELL,0.0039078,83.91999816894531,0.32794256884460454,-0.01844482077026366,-5.324911161105369,False,True,0.585,SUN,APPROVE,EXECUTE,99999.96268822484,99999.98155517923
7,2020-02-04 00:00:00+00:00,ATOM,BUY,0.00536,4.216973781585693,0.022602979469299317,,,,,0.536,SUN,APPROVE,EXECUTE,99999.98155517923,99999.98155517923
8,2020-02-04 05:00:00+00:00,USO,BUY,0.0034380000000000005,83.5199966430664,0.28714174845886237,,,,,0.5730000000000001,SUN,APPROVE,EXECUTE,99999.97807186912,99999.98155517923
9,2020-02-07 00:00:00+00:00,ATOM,SELL,0.00536,4.810633182525635,0.025784993858337404,0.003182014389038087,14.077853733221692,True,False,0.5011,H:0.50,APPROVE,EXECUTE,99999.98473719362,99999.98473719362
10,2020-02-07 00:00:00+00:00,UNI,BUY,0.005484,0.002643000101670623,1.4494212557561696e-05,,,,,0.5484,SUN,APPROVE,EXECUTE,99999.98473719362,99999.98473719362
11,2020-02-08 00:00:00+00:00,UNI,SELL,0.005484,0.0023849999997764826,1.3079339998774231e-05,-1.414872558787465e-06,-9.76163798597889,False,True,0.5196,H:0.52,APPROVE,EXECUTE,99999.98473577874,99999.98473577874
12,2020-02-17 00:00:00+00:00,ETC,BUY,0.005484,9.609964370727539,0.052701044609069825,,,,,0.5484,SUN,APPROVE,EXECUTE,99999.98473577874,99999.98473577874
13,2020-02-18 05:00:00+00:00,SHEL,SELL,0.005835999999999999,40.026023864746094,0.23359187527465816,-0.012415792572021495,-5.04691283840772,False,True,0.5262,SUN,APPROVE,EXECUTE,99999.9930781109,99999.97231998618
14,2020-02-19 00:00:00+00:00,ETH,BUY,0.0065699999999999995,259.76397705078125,1.7066493292236327,,,,,0.6569999999999999,SUN,APPROVE,EXECUTE,99999.96831157994,99999.97231998618
15,2020-02-19 00:00:00+00:00,XRP,BUY,0.0063835,0.2776019871234894,0.0017720722848027946,,,,,0.63835,SUN,APPROVE,EXECUTE,99999.96831157994,99999.97231998618
16,2020-02-19 00:00:00+00:00,ETC,SELL,0.005484,8.879036903381348,0.04869263837814331,-0.004008406230926513,-7.605933166335508,False,True,0.6334500000000001,SUN,APPROVE,EXECUTE,99999.96831157994,99999.96831157994
17,2020-02-19 00:00:00+00:00,TRX,BUY,0.005872500000000001,0.020320000126957893,0.00011932920074556025,,,,,0.58725,SUN,APPROVE,EXECUTE,99999.96831157994,99999.96831157994
18,2020-02-19 00:00:00+00:00,XLM,BUY,0.006303,0.07072000205516815,0.00044574817295372484,,,,,0.6303,SUN,APPROVE,EXECUTE,99999.96831157994,99999.96831157994
19,2020-02-19 00:00:00+00:00,FIL,BUY,0.0038007000000000006,5.703369140625,0.02167679509277344,,,,,0.6334500000000001,SUN,APPROVE,EXECUTE,99999.96831157994,99999.96831157994
20,2020-02-19 00:00:00+00:00,ADA,BUY,0.0057605,0.05764500051736832,0.0003320640254803002,,,,,0.57605,SUN,APPROVE,EXECUTE,99999.96831157994,99999.96831157994
21,2020-02-19 00:00:00+00:00,DOGE,BUY,0.005932,0.002623999956995249,1.5565567744895816e-05,,,,,0.5932,SUN,APPROVE,EXECUTE,99999.96831157994,99999.96831157994
22,2020-02-19 00:00:00+00:00,ALGO,BUY,0.0065699999999999995,0.35047999024391174,0.0023026535359025,,,,,0.6569999999999999,SUN,APPROVE,EXECUTE,99999.96831157994,99999.96831157994
23,2020-02-19 00:00:00+00:00,VET,BUY,0.0057955,0.006492000073194504,3.762438642419875e-05,,,,,0.57955,SUN,APPROVE,EXECUTE,99999.96831157994,99999.96831157994
24,2020-02-19 00:00:00+00:00,MATIC,BUY,0.0060195,0.020712999626994133,0.00012468190125469118,,,,,0.60195,SUN,APPROVE,EXECUTE,99999.96831157994,99999.96831157994
25,2020-02-19 05:00:00+00:00,SHEL,BUY,0.0034464,40.033992767333984,0.13797315267333984,,,,,0.5744,SUN,APPROVE,EXECUTE,99999.99902379252,99999.96831157994
26,2020-02-20 00:00:00+00:00,ETC,BUY,0.0062144999999999995,8.901761054992676,0.05531999407625198,,,,,0.62145,SUN,APPROVE,EXECUTE,99999.95712166064,99999.96831157994
27,2020-02-20 00:00:00+00:00,ALGO,SELL,0.0065699999999999995,0.4372119903564453,0.0028724827766418454,0.0005698292407393456,24.74663390973437,True,False,0.627,SUN,APPROVE,EXECUTE,99999.95712166064,99999.96888140918
28,2020-02-21 00:00:00+00:00,ATOM,BUY,0.0056135000000000004,4.834321975708008,0.027137466410636905,,,,,0.56135,SUN,APPROVE,EXECUTE,100000.00833891507,99999.96888140918
29,2020-02-21 00:00:00+00:00,FIL,SELL,0.0038007000000000006,5.127295970916748,0.019487313796663287,-0.002189481296110154,-10.10057661540602,False,True,0.5239,H:0.52,APPROVE,EXECUTE,100000.00833891507,99999.96669192788
30,2020-02-21 00:00:00+00:00,LINK,BUY,0.006334500000000001,4.292057991027832,0.027188041344165807,,,,,0.6334500000000001,SUN,APPROVE,EXECUTE,100000.00833891507,99999.96669192788
31,2020-02-21 00:00:00+00:00,ALGO,BUY,0.003941999999999999,0.41988301277160645,0.0016551788363456724,,,,,0.6569999999999999,SUN,APPROVE,EXECUTE,100000.00833891507,99999.96669192788
32,2020-02-22 00:00:00+00:00,FIL,BUY,0.0062144999999999995,4.991114139556885,0.03101727882027626,,,,,0.62145,SUN,APPROVE,EXECUTE,99999.98727795792,99999.96669192788
33,2020-02-22 00:00:00+00:00,ALGO,SELL,0.003941999999999999,0.4496830105781555,0.0017726504276990888,0.00011747159135341639,7.097214438336576,True,False,0.627,SUN,APPROVE,EXECUTE,99999.98727795792,99999.96680939947
34,2020-02-23 00:00:00+00:00,LTC,BUY,0.0064255,79.53665161132812,0.5110627549285889,,,,,0.64255,SUN,APPROVE,EXECUTE,100000.0635019168,99999.96680939947
35,2020-02-23 00:00:00+00:00,ALGO,BUY,0.003941999999999999,0.4608190059661865,0.001816548521518707,,,,,0.6569999999999999,SUN,APPROVE,EXECUTE,100000.0635019168,99999.96680939947
36,2020-02-23 00:00:00+00:00,BTC,BUY,0.005827,9924.515625,57.830152546875,,,,,0.5827,SUN,APPROVE,EXECUTE,100000.0635019168,99999.96680939947
