timestamp,open,high,low,close,volume,datetime
1609455600000,1.5133,1.5212,1.4906,1.5073,89317.3,2020-12-31 23:00:00
1609459200000,1.5088,1.5442,1.499,1.5442,56894.22,2021-01-01 00:00:00
1609462800000,1.5442,1.61,1.5322,1.5734,256745.01,2021-01-01 01:00:00
1609466400000,1.5744,1.5908,1.5705,1.5872,53278.27,2021-01-01 02:00:00
1609470000000,1.5872,1.6057,1.5822,1.6029,36968.0,2021-01-01 03:00:00
1609473600000,1.6029,1.6082,1.589,1.6022,46602.17,2021-01-01 04:00:00
1609477200000,1.6028,1.6184,1.5824,1.6028,126437.05,2021-01-01 05:00:00
1609480800000,1.6028,1.632,1.6028,1.6261,173511.78,2021-01-01 06:00:00
1609484400000,1.6279,1.641,1.6129,1.6196,128387.39,2021-01-01 07:00:00
1609488000000,1.6183,1.6191,1.5701,1.605,69466.55,2021-01-01 08:00:00
1609491600000,1.6071,1.6197,1.5737,1.5783,72983.37,2021-01-01 09:00:00
1609495200000,1.5778,1.649,1.5759,1.633,179587.53,2021-01-01 10:00:00
1609498800000,1.632,1.637,1.6062,1.6272,136686.82,2021-01-01 11:00:00
1609502400000,1.6275,1.6449,1.5873,1.5996,258836.1,2021-01-01 12:00:00
1609506000000,1.5981,1.6133,1.5808,1.6027,115773.85,2021-01-01 13:00:00
1609509600000,1.6013,1.6467,1.5927,1.642,120772.56,2021-01-01 14:00:00
1609513200000,1.6424,1.6579,1.624,1.6463,156363.42,2021-01-01 15:00:00
1609516800000,1.6478,1.6749,1.6238,1.6562,145366.46,2021-01-01 16:00:00
1609520400000,1.6562,1.7335,1.6155,1.6757,309085.65,2021-01-01 17:00:00
1609524000000,1.6779,1.8327,1.6594,1.7569,730252.34,2021-01-01 18:00:00
1609527600000,1.7537,1.8121,1.7142,1.7256,373373.75,2021-01-01 19:00:00
1609531200000,1.726,1.8161,1.7142,1.7686,288512.15,2021-01-01 20:00:00
1609534800000,1.768,1.7785,1.7236,1.7648,222659.23,2021-01-01 21:00:00
1609538400000,1.7648,1.8111,1.7619,1.8038,115000.37,2021-01-01 22:00:00
1609542000000,1.807,1.86,1.7857,1.8421,248447.41,2021-01-01 23:00:00
1609545600000,1.8421,1.8495,1.7244,1.7783,421349.99,2021-01-02 00:00:00
1609549200000,1.7783,1.8589,1.7367,1.8478,317796.13,2021-01-02 01:00:00
1609552800000,1.8479,1.9019,1.8102,1.8158,349657.04,2021-01-02 02:00:00
1609556400000,1.8158,1.9071,1.8078,1.8614,221658.2,2021-01-02 03:00:00
1609560000000,1.8632,1.8633,1.8189,1.8356,109344.14,2021-01-02 04:00:00
1609563600000,1.8314,1.8412,1.786,1.7928,161835.74,2021-01-02 05:00:00
1609567200000,1.7911,1.815,1.7631,1.7661,171755.54,2021-01-02 06:00:00
1609570800000,1.7676,1.7875,1.7453,1.7523,175846.55,2021-01-02 07:00:00
1609574400000,1.7526,1.7859,1.7455,1.7591,196198.3,2021-01-02 08:00:00
1609578000000,1.7623,1.7954,1.7214,1.7215,192869.87,2021-01-02 09:00:00
1609581600000,1.7215,1.7725,1.7158,1.7435,117203.03,2021-01-02 10:00:00
1609585200000,1.7483,1.778,1.7441,1.7655,97707.34,2021-01-02 11:00:00
1609588800000,1.7638,1.8147,1.7116,1.8053,306678.48,2021-01-02 12:00:00
1609592400000,1.8051,1.8553,1.7796,1.7955,320485.03,2021-01-02 13:00:00
1609596000000,1.7979,1.8016,1.7443,1.776,130162.15,2021-01-02 14:00:00
1609599600000,1.7765,1.8004,1.7516,1.7793,88193.4,2021-01-02 15:00:00
1609603200000,1.7799,1.8166,1.75,1.8011,140612.81,2021-01-02 16:00:00
1609606800000,1.8041,1.9212,1.803,1.9206,277601.34,2021-01-02 17:00:00
1609610400000,1.9206,2.0,1.872,1.8907,613344.15,2021-01-02 18:00:00
1609614000000,1.8959,1.9292,1.8665,1.9176,120533.42,2021-01-02 19:00:00
1609617600000,1.9188,1.9205,1.7595,1.7732,353467.56,2021-01-02 20:00:00
1609621200000,1.7732,1.8328,1.7508,1.8215,151401.93,2021-01-02 21:00:00
1609624800000,1.8208,1.8208,1.78,1.8048,103685.64,2021-01-02 22:00:00
1609628400000,1.8027,1.8211,1.765,1.7999,114431.84,2021-01-02 23:00:00
1609632000000,1.7998,1.8299,1.7973,1.8088,75115.66,2021-01-03 00:00:00
1609635600000,1.8049,1.8489,1.8009,1.8053,49832.71,2021-01-03 01:00:00
1609639200000,1.8075,1.9339,1.8005,1.9223,198065.94,2021-01-03 02:00:00
1609642800000,1.9215,1.95,1.8803,1.9462,209867.59,2021-01-03 03:00:00
1609646400000,1.9467,1.98,1.9143,1.9674,259611.34,2021-01-03 04:00:00
1609650000000,1.9656,1.9819,1.9349,1.9636,189076.16,2021-01-03 05:00:00
1609653600000,1.9618,2.1,1.9609,2.0818,401888.39,2021-01-03 06:00:00
1609657200000,2.0821,2.1,2.0426,2.0709,190686.91,2021-01-03 07:00:00
1609660800000,2.0662,2.277,2.0642,2.2303,831623.58,2021-01-03 08:00:00
1609664400000,2.2307,2.3,2.1358,2.1556,760306.9,2021-01-03 09:00:00
1609668000000,2.1566,2.26,2.1374,2.22,253010.93,2021-01-03 10:00:00
1609671600000,2.22,2.38,2.2114,2.2657,626315.87,2021-01-03 11:00:00
1609675200000,2.2657,2.3384,2.2353,2.2465,309760.1,2021-01-03 12:00:00
1609678800000,2.2465,2.259,2.077,2.0952,731383.7,2021-01-03 13:00:00
1609682400000,2.0945,2.121,1.9989,2.062,693208.33,2021-01-03 14:00:00
1609686000000,2.062,2.1,1.9893,2.0742,297644.25,2021-01-03 15:00:00
1609689600000,2.074,2.1107,1.9623,1.9785,397616.0,2021-01-03 16:00:00
1609693200000,1.9745,2.006,1.8938,1.9699,518889.23,2021-01-03 17:00:00
1609696800000,1.9699,2.0019,1.9439,1.9951,163154.65,2021-01-03 18:00:00
1609700400000,1.9951,2.0,1.95,1.9638,133944.41,2021-01-03 19:00:00
1609704000000,1.9638,2.0106,1.9472,2.009,129706.4,2021-01-03 20:00:00
1609707600000,2.0053,2.0587,1.9983,2.0212,213434.51,2021-01-03 21:00:00
1609711200000,2.0221,2.0807,2.0019,2.0757,178703.9,2021-01-03 22:00:00
1609714800000,2.076,2.185,2.065,2.1779,505493.67,2021-01-03 23:00:00
1609718400000,2.1789,2.27,2.1,2.2241,530831.75,2021-01-04 00:00:00
1609722000000,2.2209,2.32,2.16,2.2977,365148.12,2021-01-04 01:00:00
1609725600000,2.3033,2.4,2.27,2.311,607252.24,2021-01-04 02:00:00
1609729200000,2.3108,2.3449,2.2626,2.3094,194342.32,2021-01-04 03:00:00
1609732800000,2.309,2.3497,2.2428,2.3427,164743.0,2021-01-04 04:00:00
1609736400000,2.3335,2.3425,2.27,2.2809,135472.88,2021-01-04 05:00:00
1609740000000,2.279,2.3758,2.2483,2.2537,179150.98,2021-01-04 06:00:00
1609743600000,2.2584,2.348,2.0827,2.1168,506212.93,2021-01-04 07:00:00
1609747200000,2.1153,2.2138,2.0,2.0665,580942.65,2021-01-04 08:00:00
1609750800000,2.0666,2.1242,1.9061,2.0197,494200.33,2021-01-04 09:00:00
1609754400000,2.0219,2.065,1.86,2.0341,456192.96,2021-01-04 10:00:00
1609758000000,2.0255,2.0582,1.9411,2.0429,222417.11,2021-01-04 11:00:00
1609761600000,2.0429,2.1998,2.0198,2.1214,318165.13,2021-01-04 12:00:00
1609765200000,2.1188,2.1777,2.06,2.1488,183938.39,2021-01-04 13:00:00
1609768800000,2.1523,2.2675,2.1165,2.2472,252178.25,2021-01-04 14:00:00
1609772400000,2.2473,2.3478,2.2103,2.2786,334886.76,2021-01-04 15:00:00
1609776000000,2.2757,2.2877,2.1179,2.1767,231338.65,2021-01-04 16:00:00
1609779600000,2.1848,2.3,2.1539,2.2008,185427.08,2021-01-04 17:00:00
1609783200000,2.202,2.3105,2.2019,2.232,252284.2,2021-01-04 18:00:00
1609786800000,2.2369,2.45,2.2314,2.4397,348968.15,2021-01-04 19:00:00
1609790400000,2.4397,2.4608,2.2801,2.2817,489452.47,2021-01-04 20:00:00
1609794000000,2.2817,2.3246,2.18,2.2302,311022.79,2021-01-04 21:00:00
1609797600000,2.2303,2.4494,2.225,2.4263,192249.43,2021-01-04 22:00:00
1609801200000,2.4293,2.4989,2.3864,2.4909,263996.23,2021-01-04 23:00:00
1609804800000,2.4911,2.5093,2.374,2.4221,300739.72,2021-01-05 00:00:00
1609808400000,2.4235,2.4718,2.3602,2.4718,208733.35,2021-01-05 01:00:00
1609812000000,2.4718,2.494,2.3121,2.3524,326088.8,2021-01-05 02:00:00
1609815600000,2.3552,2.3948,2.1673,2.1927,449300.34,2021-01-05 03:00:00
1609819200000,2.1927,2.257,2.15,2.2077,510000.0,2021-01-05 04:00:00
1609822800000,2.2079,2.2548,2.0817,2.1034,376139.22,2021-01-05 05:00:00
1609826400000,2.1,2.2301,2.0621,2.2132,321348.21,2021-01-05 06:00:00
1609830000000,2.2127,2.2406,2.1663,2.1864,211350.34,2021-01-05 07:00:00
1609833600000,2.1867,2.2678,2.1696,2.2673,126146.99,2021-01-05 08:00:00
1609837200000,2.2677,2.3245,2.2555,2.2922,162565.13,2021-01-05 09:00:00
1609840800000,2.2922,2.3349,2.2482,2.3002,147608.1,2021-01-05 10:00:00
1609844400000,2.3008,2.3977,2.2664,2.384,212824.27,2021-01-05 11:00:00
1609848000000,2.3882,2.4096,2.3233,2.3506,226440.28,2021-01-05 12:00:00
1609851600000,2.356,2.3912,2.2036,2.206,335170.42,2021-01-05 13:00:00
1609855200000,2.2109,2.2974,2.1502,2.27,397623.93,2021-01-05 14:00:00
1609858800000,2.27,2.2849,2.1888,2.1948,296375.97,2021-01-05 15:00:00
1609862400000,2.1948,2.2991,2.1714,2.2719,275189.1,2021-01-05 16:00:00
1609866000000,2.273,2.3124,2.2136,2.3013,252726.76,2021-01-05 17:00:00
1609869600000,2.3017,2.3473,2.2656,2.2831,156419.2,2021-01-05 18:00:00
1609873200000,2.2781,2.2954,2.2128,2.2341,185022.99,2021-01-05 19:00:00
1609876800000,2.2385,2.2591,2.1872,2.2311,279516.95,2021-01-05 20:00:00
1609880400000,2.2296,2.2407,2.19,2.197,227514.99,2021-01-05 21:00:00
1609884000000,2.1964,2.2398,2.1627,2.1928,314935.78,2021-01-05 22:00:00
1609887600000,2.1961,2.2051,2.1104,2.1636,402226.15,2021-01-05 23:00:00
1609891200000,2.1636,2.1761,2.0587,2.0676,353818.1,2021-01-06 00:00:00
1609894800000,2.0676,2.1452,2.0523,2.0801,274780.57,2021-01-06 01:00:00
1609898400000,2.0801,2.0933,2.0473,2.0712,263187.35,2021-01-06 02:00:00
1609902000000,2.0757,2.0808,1.9692,1.9893,527521.3,2021-01-06 03:00:00
1609905600000,1.9893,2.0681,1.9636,2.0296,418921.11,2021-01-06 04:00:00
1609909200000,2.0341,2.0601,1.9921,1.994,300827.08,2021-01-06 05:00:00
1609912800000,1.9941,2.0061,1.9345,1.9897,371396.43,2021-01-06 06:00:00
1609916400000,1.9897,2.0197,1.9766,2.0192,442410.61,2021-01-06 07:00:00
1609920000000,2.0165,2.0347,1.9734,2.0287,421169.52,2021-01-06 08:00:00
1609923600000,2.0262,2.0385,1.995,2.0344,354428.21,2021-01-06 09:00:00
1609927200000,2.0344,2.1182,2.0289,2.1181,380743.72,2021-01-06 10:00:00
1609930800000,2.118,2.1187,2.0689,2.08,260264.51,2021-01-06 11:00:00
1609934400000,2.0825,2.1799,2.0523,2.1378,471742.73,2021-01-06 12:00:00
1609938000000,2.1377,2.18,2.0966,2.1711,262065.88,2021-01-06 13:00:00
1609941600000,2.1703,2.189,2.1008,2.1086,237498.47,2021-01-06 14:00:00
1609945200000,2.1069,2.1325,2.0733,2.0813,197450.48,2021-01-06 15:00:00
