date,open,high,low,close,volume
2020-01-02,54.438306,57.977036,54.438306,57.831608,17540015.0
2020-01-03,56.086483,58.170941,55.892578,58.025513,17231837.0
2020-01-06,57.395318,59.18892,57.395318,58.84959,22461009.0
2020-01-07,58.89808,59.33436,57.783137,58.413322,14160793.0
2020-01-08,58.12246,58.413316,57.540752,57.880081,11115771.0
2020-01-09,58.510263,58.607214,57.346843,57.73465,7900488.0
2020-01-10,57.395326,57.734656,56.183433,56.571236,11767739.0
2020-01-13,56.910572,58.898079,56.619716,58.752651,13274420.0
2020-01-14,58.946542,59.09197,58.122455,58.31636,9034667.0
2020-01-15,58.267892,58.267892,57.346851,57.540756,9239517.0
2020-01-16,57.880082,58.073984,57.298374,57.395325,7358067.0
2020-01-17,57.443802,57.831609,57.007522,57.249901,9345794.0
2020-01-21,56.910573,57.201429,56.280387,56.522766,8775485.0
2020-01-22,56.765124,56.765124,55.019996,55.116947,12428998.0
2020-01-23,56.862098,57.443806,56.231913,57.056,14679157.0
2020-01-24,57.589231,57.637709,56.32886,56.765144,11912960.0
2020-01-27,55.504772,56.183435,55.165443,55.456295,9602991.0
2020-01-28,55.844099,57.298375,55.60172,56.862091,12625782.0
2020-01-29,60.934056,63.018517,60.546253,62.727661,44278356.0
2020-01-30,62.485288,62.970046,60.594732,61.709675,19154638.0
2020-01-31,61.467295,61.758151,59.819117,60.352352,15646447.0
2020-02-03,60.400824,61.467289,59.382832,59.431309,10105766.0
2020-02-04,60.546256,61.176438,60.061495,60.982536,8905297.0
2020-02-05,61.85509,62.339851,60.934049,62.339851,10046658.0
2020-02-06,62.727665,63.018521,62.19443,62.776142,12763278.0
2020-02-07,63.115469,63.454802,62.097481,62.194431,13369743.0
2020-02-10,62.2429,62.873082,61.903571,62.582233,6720424.0
2020-02-11,62.776143,62.921567,61.952052,62.291386,8202487.0
2020-02-12,62.776133,64.278882,62.436799,63.794125,13184414.0
2020-02-13,63.40632,63.79413,62.53376,62.727661,10234936.0
2020-02-14,62.87309,63.357855,61.806628,62.194431,7416954.0
2020-02-18,61.612716,62.776136,61.418815,61.806622,8820688.0
2020-02-19,61.564252,62.727672,61.031021,61.127972,11010597.0
2020-02-20,61.321866,61.467294,60.15845,60.740158,7937566.0
2020-02-21,60.352346,60.400824,59.237404,59.382832,8611565.0
2020-02-24,56.668188,58.46179,56.231904,57.492275,14240786.0
2020-02-25,58.025511,58.170939,54.195925,54.874584,16269102.0
2020-02-26,55.116967,55.941054,52.353846,53.080986,18682881.0
2020-02-27,51.481287,53.080992,49.978541,50.366344,18910102.0
2020-02-28,48.233398,54.244395,47.797117,52.741646,30359552.0
