date,open,high,low,close,volume
2020-01-02,330.0,334.480011,329.170013,334.429993,1990100.0
2020-01-03,329.170013,332.980011,328.690002,331.809998,1577600.0
2020-01-06,328.290009,333.910004,328.190002,333.709991,1874700.0
2020-01-07,334.149994,334.790009,332.309998,333.390015,2500800.0
2020-01-08,333.809998,339.230011,333.399994,337.869995,2248500.0
2020-01-09,340.140015,341.809998,338.190002,340.450012,1626300.0
2020-01-10,342.049988,343.359985,339.619995,339.809998,1480400.0
2020-01-13,341.540009,345.730011,341.220001,345.630005,2069200.0
2020-01-14,347.01001,347.269989,343.149994,344.630005,2274400.0
2020-01-15,346.420013,347.5,342.459991,342.940002,2213300.0
2020-01-16,345.980011,345.98999,342.76001,345.380005,2439600.0
2020-01-17,349.0,349.950012,346.380005,349.73999,2536100.0
2020-01-21,346.369995,352.369995,345.619995,350.0,2121200.0
2020-01-22,352.600006,354.279999,349.959991,350.059998,1600300.0
2020-01-23,351.019989,352.160004,347.850006,351.76001,2084400.0
2020-01-24,354.100006,355.690002,349.200012,351.369995,1640200.0
2020-01-27,341.040009,349.899994,340.399994,346.899994,2652000.0
2020-01-28,349.0,355.660004,347.119995,354.630005,2270800.0
2020-01-29,356.700012,356.700012,351.359985,351.660004,1521300.0
2020-01-30,349.690002,356.820007,349.690002,356.73999,1834900.0
2020-01-31,355.839996,355.839996,348.299988,351.140015,3692900.0
2020-02-03,353.410004,358.670013,352.290009,358.0,2693800.0
2020-02-04,363.429993,367.440002,360.450012,366.73999,3053000.0
2020-02-05,373.98999,374.480011,362.309998,365.549988,2463400.0
2020-02-06,366.160004,368.25,363.01001,367.459991,2224500.0
2020-02-07,366.0,369.339996,364.380005,366.089996,2092700.0
2020-02-10,365.440002,370.809998,365.220001,370.0,2426800.0
2020-02-11,373.029999,373.700012,367.25,369.279999,2004700.0
2020-02-12,370.640015,374.429993,367.149994,374.290009,2355600.0
2020-02-13,372.559998,377.709991,372.390015,374.839996,1917100.0
2020-02-14,376.279999,379.829987,375.850006,379.670013,1690300.0
2020-02-18,380.200012,382.589996,378.589996,378.850006,2074400.0
2020-02-19,383.829987,385.0,381.480011,383.279999,2580400.0
2020-02-20,384.0,386.75,373.480011,378.959991,3789300.0
2020-02-21,378.019989,378.339996,368.75,372.950012,2742800.0
2020-02-24,355.390015,363.459991,349.0,357.410004,3924000.0
2020-02-25,361.0,363.970001,346.279999,347.799988,4188100.0
2020-02-26,349.399994,360.070007,348.600006,351.339996,3489700.0
2020-02-27,340.0,352.23999,337.269989,337.519989,4737700.0
2020-02-28,324.420013,345.459991,324.0,345.119995,6463400.0
2020-03-02,349.809998,360.75,342.609985,360.279999,5398100.0
2020-03-03,361.76001,364.950012,344.040009,348.339996,4204500.0
2020-03-04,354.380005,364.269989,350.079987,363.850006,4146300.0
2020-03-05,355.059998,360.450012,347.190002,351.029999,3199000.0
2020-03-06,340.450012,344.160004,326.600006,336.769989,5622900.0
2020-03-09,311.679993,322.440002,305.329987,305.790009,5291900.0
2020-03-10,318.980011,332.940002,309.309998,332.380005,5973700.0
2020-03-11,324.320007,326.359985,309.0,315.230011,4869200.0
2020-03-12,290.410004,310.130005,283.0,285.0,7230200.0
2020-03-13,312.880005,336.0,298.0,335.5,8935200.0
