date,open,high,low,close,volume
2020-01-01,1.122083,1.122838,1.115947,1.122083,0.0
2020-01-02,1.121894,1.122712,1.116682,1.122083,0.0
2020-01-03,1.117081,1.118068,1.11257,1.117144,0.0
2020-01-06,1.116246,1.120825,1.11581,1.116196,0.0
2020-01-07,1.119583,1.119946,1.113487,1.119799,0.0
2020-01-08,1.115573,1.11652,1.111086,1.115474,0.0
2020-01-09,1.111444,1.112223,1.109509,1.111321,0.0
2020-01-10,1.110926,1.1121,1.108623,1.111111,0.0
2020-01-13,1.111655,1.114467,1.111408,1.111667,0.0
2020-01-14,1.113449,1.114579,1.110556,1.113573,0.0
2020-01-15,1.112966,1.116346,1.112025,1.11309,0.0
2020-01-16,1.11527,1.117194,1.112978,1.1154,0.0
2020-01-17,1.1138,1.1145,1.108758,1.113958,0.0
2020-01-20,1.109521,1.110494,1.107751,1.109459,0.0
2020-01-21,1.109644,1.111976,1.108647,1.109693,0.0
2020-01-22,1.108586,1.109779,1.107162,1.108561,0.0
2020-01-23,1.109755,1.110322,1.103704,1.109644,0.0
2020-01-24,1.105534,1.106085,1.102123,1.105522,0.0
2020-01-27,1.102633,1.103997,1.101006,1.102536,0.0
2020-01-28,1.101965,1.102657,1.099856,1.101977,0.0
2020-01-29,1.102293,1.103022,1.099324,1.102256,0.0
2020-01-30,1.101406,1.103655,1.100824,1.101686,0.0
2020-01-31,1.102876,1.109016,1.101795,1.102913,0.0
2020-02-03,1.108906,1.108906,1.10435,1.108979,0.0
2020-02-04,1.106293,1.106562,1.103387,1.106293,0.0
2020-02-05,1.104472,1.10485,1.099832,1.104728,0.0
2020-02-06,1.100049,1.101285,1.096551,1.100231,0.0
2020-02-07,1.098105,1.098699,1.094691,1.098298,0.0
2020-02-10,1.094871,1.096131,1.09096,1.094931,0.0
2020-02-11,1.091227,1.0927,1.089348,1.091346,0.0
2020-02-12,1.09218,1.0925,1.088708,1.091941,0.0
2020-02-13,1.087642,1.089087,1.083553,1.087595,0.0
2020-02-14,1.084599,1.086248,1.08313,1.084599,0.0
2020-02-17,1.084058,1.0854,1.083025,1.084175,0.0
2020-02-18,1.083705,1.0839,1.078691,1.084011,0.0
2020-02-19,1.079471,1.080847,1.07836,1.07954,0.0
2020-02-20,1.080964,1.0821,1.077958,1.08101,0.0
2020-02-21,1.078772,1.086366,1.078772,1.0788,0.0
2020-02-24,1.083858,1.086366,1.080847,1.083905,0.0
2020-02-25,1.084905,1.088175,1.083177,1.08492,0.0
2020-02-26,1.0881,1.090358,1.085564,1.0882,0.0
2020-02-27,1.088566,1.10057,1.088566,1.088589,0.0
2020-02-28,1.099554,1.105278,1.095158,1.099723,0.0
2020-03-02,1.105253,1.116408,1.103728,1.105131,0.0
2020-03-03,1.11443,1.12075,1.10973,1.114405,0.0
2020-03-04,1.11773,1.118568,1.109693,1.118068,0.0
2020-03-05,1.113908,1.120448,1.112174,1.113908,0.0
2020-03-06,1.122385,1.135473,1.121391,1.122385,0.0
2020-03-09,1.138615,1.149584,1.13568,1.138602,0.0
2020-03-10,1.139744,1.142296,1.133414,1.139796,0.0
2020-03-11,1.131618,1.136596,1.125901,1.131651,0.0
2020-03-12,1.126075,1.133286,1.108082,1.126152,0.0
2020-03-13,1.118356,1.122133,1.106537,1.118493,0.0
2020-03-16,1.115959,1.12354,1.108869,1.115536,0.0
2020-03-17,1.116333,1.118906,1.095794,1.116321,0.0
2020-03-18,1.101686,1.1045,1.083189,1.101552,0.0
2020-03-19,1.094343,1.094559,1.069793,1.096155,0.0
2020-03-20,1.065848,1.082989,1.065451,1.065735,0.0
2020-03-23,1.068753,1.082485,1.066041,1.069439,0.0
2020-03-24,1.076473,1.08885,1.075338,1.076461,0.0
2020-03-25,1.080124,1.084952,1.077018,1.080264,0.0
2020-03-26,1.088755,1.102548,1.087654,1.088957,0.0
2020-03-27,1.104618,1.108647,1.095518,1.104826,0.0
2020-03-30,1.113536,1.113784,1.101225,1.113908,0.0
2020-03-31,1.10284,1.104362,1.092968,1.103047,0.0
2020-04-01,1.102816,1.103753,1.09187,1.102657,0.0
2020-04-02,1.095098,1.096299,1.084434,1.095362,0.0
2020-04-03,1.084387,1.085894,1.07762,1.08474,0.0
2020-04-06,1.080824,1.083435,1.076925,1.080696,0.0
2020-04-07,1.080194,1.092335,1.07914,1.08038,0.0
2020-04-08,1.089431,1.089621,1.083177,1.089514,0.0
2020-04-09,1.086118,1.094355,1.08418,1.086366,0.0
2020-04-10,1.092598,1.09541,1.092108,1.092741,0.0
2020-04-13,1.093135,1.096852,1.08936,1.093267,0.0
2020-04-14,1.091953,1.098394,1.091572,1.092299,0.0
2020-04-15,1.098237,1.098901,1.085765,1.098539,0.0
2020-04-16,1.090382,1.090774,1.082966,1.09051,0.0
2020-04-17,1.086012,1.089325,1.081268,1.085847,0.0
2020-04-20,1.086626,1.089704,1.084305,1.086697,0.0
2020-04-21,1.086354,1.087997,1.081795,1.086484,0.0
2020-04-22,1.085741,1.088317,1.082427,1.085647,0.0
2020-04-23,1.080684,1.084399,1.075836,1.080964,0.0
2020-04-24,1.077633,1.081771,1.072766,1.077702,0.0
2020-04-27,1.082368,1.086036,1.081221,1.082368,0.0
2020-04-28,1.08272,1.088969,1.081128,1.082485,0.0
2020-04-29,1.083236,1.087429,1.083166,1.083658,0.0
2020-04-30,1.087666,1.096996,1.083565,1.087725,0.0
2020-05-01,1.094475,1.101625,1.093542,1.094547,0.0
2020-05-04,1.095746,1.095782,1.090132,1.095963,0.0
2020-05-05,1.090453,1.092132,1.082696,1.090429,0.0
2020-05-06,1.084011,1.084481,1.078423,1.083858,0.0
2020-05-07,1.080054,1.081572,1.076751,1.079855,0.0
2020-05-08,1.083694,1.087335,1.081631,1.083717,0.0
2020-05-11,1.084011,1.085305,1.080427,1.083952,0.0
2020-05-12,1.080917,1.088045,1.078539,1.080941,0.0
2020-05-13,1.084634,1.089336,1.083142,1.084681,0.0
2020-05-14,1.082193,1.082485,1.077656,1.082368,0.0
2020-05-15,1.080625,1.084952,1.079086,1.080696,0.0
2020-05-18,1.081947,1.091274,1.080089,1.082134,0.0
2020-05-19,1.091584,1.097514,1.090275,1.091512,0.0
2020-05-20,1.093016,1.099904,1.09292,1.092777,0.0
2020-05-21,1.097936,1.100873,1.093948,1.098298,0.0
2020-05-22,1.095242,1.09553,1.088613,1.09529,0.0
2020-05-25,1.090905,1.091465,1.087205,1.09078,0.0
2020-05-26,1.090108,1.099155,1.089835,1.0903,0.0
2020-05-27,1.098056,1.102986,1.093661,1.098177,0.0
2020-05-28,1.101528,1.107187,1.099312,1.101686,0.0
2020-05-29,1.107812,1.114467,1.10704,1.107911,0.0
2020-06-01,1.111457,1.1152,1.110149,1.111852,0.0
2020-06-02,1.112557,1.11957,1.111568,1.112595,0.0
2020-06-03,1.118568,1.124999,1.118105,1.118944,0.0
2020-06-04,1.123722,1.136054,1.119595,1.123595,0.0
2020-06-05,1.133723,1.138395,1.128566,1.133787,0.0
2020-06-08,1.131606,1.131875,1.126951,1.131952,0.0
2020-06-09,1.130288,1.136338,1.124366,1.130557,0.0
2020-06-10,1.133414,1.138887,1.133414,1.133222,0.0
2020-06-11,1.136868,1.140017,1.132605,1.136544,0.0
2020-06-12,1.128936,1.13398,1.123469,1.128808,0.0
2020-06-15,1.125416,1.129203,1.122876,1.125201,0.0
2020-06-16,1.1338,1.134984,1.123166,1.133774,0.0
2020-06-17,1.126494,1.129688,1.121026,1.12657,0.0
2020-06-18,1.124126,1.126253,1.120461,1.12429,0.0
2020-06-19,1.120724,1.1253,1.117393,1.1211,0.0
2020-06-22,1.117943,1.126773,1.117556,1.117756,0.0
2020-06-23,1.127714,1.1349,1.123431,1.127968,0.0
2020-06-24,1.131363,1.132631,1.125987,1.131235,0.0
2020-06-25,1.125138,1.125999,1.119144,1.125087,0.0
2020-06-26,1.122083,1.123899,1.119783,1.122208,0.0
2020-06-29,1.12241,1.128923,1.122057,1.122586,0.0
2020-06-30,1.124708,1.126164,1.119232,1.12472,0.0
2020-07-01,1.123368,1.127459,1.118919,1.123595,0.0
2020-07-02,1.12534,1.130327,1.122776,1.125138,0.0
2020-07-03,1.123974,1.125113,1.122108,1.123785,0.0
2020-07-06,1.124885,1.134687,1.124885,1.12472,0.0
2020-07-07,1.13103,1.133658,1.126037,1.131286,0.0
2020-07-08,1.127281,1.134559,1.126519,1.127523,0.0
2020-07-09,1.133787,1.137268,1.128796,1.133915,0.0
2020-07-10,1.128923,1.132477,1.12572,1.128796,0.0
2020-07-13,1.130876,1.137048,1.130454,1.131004,0.0
2020-07-14,1.134584,1.140706,1.132631,1.13455,0.0
2020-07-15,1.141084,1.1453,1.139354,1.14107,0.0
2020-07-16,1.141735,1.1443,1.137954,1.141719,0.0
2020-07-17,1.13865,1.144165,1.137889,1.139212,0.0
2020-07-20,1.143955,1.146789,1.140524,1.144296,0.0
2020-07-21,1.145764,1.149801,1.142622,1.145869,0.0
2020-07-22,1.153509,1.160093,1.150854,1.153403,0.0
2020-07-23,1.156671,1.162426,1.154215,1.156872,0.0
2020-07-24,1.159501,1.164009,1.158171,1.159608,0.0
2020-07-27,1.165257,1.177953,1.165257,1.165257,0.0
2020-07-28,1.176651,1.177579,1.1701,1.176928,0.0
2020-07-29,1.172058,1.177899,1.171495,1.17188,0.0
2020-07-30,1.178689,1.180735,1.173268,1.178287,0.0
2020-07-31,1.187366,1.190799,1.180261,1.187225,0.0
2020-08-03,1.178411,1.178759,1.170138,1.178231,0.0
2020-08-04,1.176055,1.180498,1.172415,1.176332,0.0
2020-08-05,1.181488,1.190533,1.179997,1.181544,0.0
2020-08-06,1.187366,1.191185,1.182075,1.187282,0.0
2020-08-07,1.187507,1.188354,1.175655,1.187648,0.0
2020-08-10,1.178245,1.1802,1.1743,1.178273,0.0
2020-08-11,1.173764,1.180498,1.172319,1.173778,0.0
2020-08-12,1.173985,1.181265,1.171303,1.173654,0.0
2020-08-13,1.179649,1.1864,1.179468,1.17938,0.0
2020-08-14,1.181893,1.1838,1.178467,1.181656,0.0
2020-08-17,1.185045,1.188072,1.18304,1.185255,0.0
2020-08-18,1.187931,1.196516,1.187536,1.187648,0.0
2020-08-19,1.194729,1.195457,1.189343,1.194786,0.0
2020-08-20,1.184175,1.186845,1.180652,1.18435,0.0
2020-08-21,1.187085,1.188637,1.17549,1.187366,0.0
2020-08-24,1.179913,1.185255,1.17862,1.179802,0.0
2020-08-25,1.179523,1.184413,1.178481,1.179454,0.0
2020-08-26,1.183334,1.183992,1.177607,1.183502,0.0
2020-08-27,1.184021,1.189853,1.176623,1.184273,0.0
2020-08-28,1.182047,1.192037,1.181195,1.181963,0.0
2020-08-31,1.191654,1.196358,1.188509,1.191824,0.0
2020-09-01,1.193916,1.201129,1.19373,1.193902,0.0
2020-09-02,1.192307,1.192435,1.18241,1.192321,0.0
2020-09-03,1.184596,1.184806,1.178967,1.184736,0.0
2020-09-04,1.184371,1.186352,1.178175,1.183978,0.0
2020-09-07,1.183656,1.184862,1.181377,1.183446,0.0
2020-09-08,1.181921,1.182872,1.17672,1.182173,0.0
2020-09-09,1.176914,1.183054,1.175364,1.177024,0.0
2020-09-10,1.180638,1.191469,1.180289,1.180638,0.0
2020-09-11,1.18262,1.187648,1.182592,1.182438,0.0
2020-09-14,1.184357,1.188801,1.183306,1.184273,0.0
2020-09-15,1.18669,1.190099,1.184147,1.187,0.0
2020-09-16,1.184273,1.1883,1.18146,1.184441,0.0
2020-09-17,1.180429,1.183012,1.174164,1.180345,0.0
2020-09-18,1.185255,1.1871,1.183124,1.18482,0.0
