trade_id,timestamp,symbol,action,quantity,price,value,realized_pnl,realized_pnl_pct,is_winner,is_loser,portfolio_value_before,portfolio_value_after
285,2020-02-12 00:00:00+00:00,XRP,SELL,31971.879017922038,0.3043929934501648,9732.015960491804,1201.6627615779416,14.086905120539964,True,False,127746.86743616202,126990.79620123518
286,2020-02-12 05:00:00+00:00,AMD,BUY,172.5783787031633,53.88999938964844,9300.248722979988,,,,,128594.40884283319,126990.79620123518
287,2020-02-12 05:00:00+00:00,ASML,SELL,11.427393908994233,300.3487243652344,3432.203183385467,316.57940419451506,10.161027987683502,True,False,128594.40884283319,127307.3756054297
288,2020-02-12 05:00:00+00:00,IBM,BUY,32.3279532187857,115.24408721923828,3725.605460365194,,,,,128594.40884283319,127307.3756054297
289,2020-02-12 06:00:00+00:00,VIX,SELL,23.919496410075716,13.739999771118164,328.6538751997021,-33.72648628838124,-9.306929920232534,False,True,127273.64911914131,127273.64911914131
290,2020-02-13 00:00:00+00:00,ADA,BUY,7268.798277553126,0.0685809999704361,498.50145445797693,,,,,127501.15488557487,127273.64911914131
291,2020-02-13 00:00:00+00:00,ALGO,SELL,148.2142486396253,0.3478110134601593,51.55054802858412,-3.173411109832287,-5.798942839288362,False,True,127501.15488557487,127270.47570803147
292,2020-02-13 00:00:00+00:00,FIL,SELL,69.7140007068728,5.593220233917236,389.9257593410014,-27.865029993310202,-6.669613286044204,False,True,127501.15488557487,127242.61067803817
293,2020-02-13 00:00:00+00:00,LTC,BUY,5.526226687310523,80.40342712402344,444.3275647240051,,,,,127501.15488557487,127242.61067803817
294,2020-02-13 00:00:00+00:00,UNI,SELL,281071.74283021904,0.0017519999528303742,492.43768018049485,-56.21435123608211,-10.24590232372621,False,True,127501.15488557487,127186.39632680209
295,2020-02-13 00:00:00+00:00,VET,BUY,61055.59027553247,0.00802600011229515,490.0321744076703,,,,,127501.15488557487,127186.39632680207
296,2020-02-13 05:00:00+00:00,ASML,BUY,0.08162607786403685,300.16888427734375,24.501608720383526,,,,,128869.05483774675,127186.39632680207
297,2020-02-13 06:00:00+00:00,VIX,BUY,0.08657812502092654,14.149999618530273,1.225080436019177,,,,,127186.39632680207,127186.39632680207
298,2020-02-14 00:00:00+00:00,ALGO,BUY,0.16697429824213963,0.3668470084667206,0.06125402180095892,,,,,128976.41846157037,127186.39632680207
299,2020-02-14 00:00:00+00:00,TRX,SELL,433162.6184006899,0.026325000450015068,11403.006124327867,1641.6865202174304,16.81828468689956,True,False,128976.41846157037,128828.08284701951
300,2020-02-14 00:00:00+00:00,UNI,BUY,5971130.474265434,0.001728000002913177,10318.11347692563,,,,,128976.41846157037,128828.08284701951
301,2020-02-14 00:00:00+00:00,XRP,BUY,3078.2059738805247,0.33482199907302856,1030.651077733216,,,,,128976.41846157037,128828.08284701951
302,2020-02-14 05:00:00+00:00,PYPL,SELL,8.692319171253997,122.70633697509766,1066.6026453229945,111.17855023493837,11.63656545889097,True,False,130625.17643586782,128939.26139725445
303,2020-02-15 00:00:00+00:00,ADA,SELL,7268.798277553126,0.06386300176382065,464.2072772202318,-34.294177237745146,-6.879453797187687,False,True,127893.6559962908,128904.9672200167
304,2020-02-15 00:00:00+00:00,ALGO,SELL,0.16697429824213963,0.3343620002269745,0.055829860346737196,-0.0054241614542217265,-8.855192352670649,False,True,127893.6559962908,128904.96179585524
305,2020-02-15 00:00:00+00:00,ATOM,SELL,1611.6117080344975,4.582092761993408,7384.554342528705,-851.6516159257426,-10.340338988870524,False,True,127893.6559962908,128053.3101799295
306,2020-02-15 00:00:00+00:00,ETC,SELL,0.10474738492034467,10.388147354125977,1.0881312695118937,-0.11964231249443857,-9.906021648171082,False,True,127893.6559962908,128053.190537617
307,2020-02-15 00:00:00+00:00,ETH,BUY,32.19227586343541,264.72857666015625,8522.21536877836,,,,,127893.6559962908,128053.190537617
308,2020-02-15 00:00:00+00:00,FIL,BUY,70.79436302024172,6.018992900848389,426.11076843891857,,,,,127893.6559962908,128053.19053761702
309,2020-02-15 00:00:00+00:00,TRX,BUY,903.3129389432208,0.023585999384522438,21.30553842194596,,,,,127893.6559962908,128053.19053761702
310,2020-02-15 00:00:00+00:00,VET,SELL,61055.59027553247,0.007439999841153622,454.2535819515022,-35.7785924561681,-7.30127414580802,False,True,127893.6559962908,128017.41194516086
311,2020-02-15 00:00:00+00:00,XLM,BUY,5459.028629176585,0.07924599945545197,432.6061797750244,,,,,127893.6559962908,128017.41194516086
312,2020-02-15 00:00:00+00:00,XRP,SELL,3078.2059738805247,0.30623599886894226,942.6574811356477,-87.99359659756828,-8.537670846965865,False,True,127893.6559962908,127929.4183485633
313,2020-02-16 00:00:00+00:00,ADA,BUY,14638.40879783332,0.06265400350093842,917.1549160676165,,,,,128541.95383096102,127929.4183485633
314,2020-02-16 00:00:00+00:00,ATOM,BUY,10.43443303640578,4.394847869873047,45.857745803380894,,,,,128541.95383096102,127929.4183485633
315,2020-02-16 00:00:00+00:00,DOGE,SELL,810.2607357007491,0.002773999935016036,2.2476632281799236,-0.17177526337555848,-7.099798733264031,False,True,128541.95383096102,127929.24657329991
316,2020-02-16 00:00:00+00:00,LINK,SELL,5.189794478199361,4.504170894622803,23.375721237779697,2.486181771064089,11.901563339993455,True,False,128541.95383096102,127931.73275507099
317,2020-02-16 00:00:00+00:00,LTC,SELL,5.526226687310523,75.152587890625,415.3102368216215,-29.017327902383556,-6.530616195375528,False,True,128541.95383096102,127902.7154271686
318,2020-02-16 00:00:00+00:00,MATIC,SELL,0.27992391961310986,0.020160000771284103,0.005643266435301164,-0.0004053297935875432,-6.701220882485876,False,True,128541.95383096102,127902.7150218388
319,2020-02-16 00:00:00+00:00,VET,BUY,59047.41129953553,0.007133000064641237,421.18518861648465,,,,,128541.95383096102,127902.7150218388
320,2020-02-16 00:00:00+00:00,XLM,SELL,5459.028629176585,0.07507900148630142,409.85841856371087,-22.747761211313502,-5.25830704109299,False,True,128541.95383096102,127879.96726062748
321,2020-02-16 00:00:00+00:00,XRP,BUY,1391.11007245871,0.2950339913368225,410.42475706634957,,,,,128541.95383096102,127879.96726062747
322,2020-02-17 00:00:00+00:00,DOGE,BUY,7566.828316279477,0.0027119999285787344,20.521237853317487,,,,,127998.71924822914,127879.96726062747
323,2020-02-17 00:00:00+00:00,ETC,BUY,0.10677062401930575,9.609964370727539,1.0260618926658742,,,,,127998.71924822914,127879.96726062747
324,2020-02-17 00:00:00+00:00,MATIC,BUY,2.5579923557064146,0.020055999979376793,0.05130309463329384,,,,,127998.71924822914,127879.96726062747
325,2020-02-17 00:00:00+00:00,TRX,SELL,903.3129389432208,0.021727999672293663,19.62718324133693,-1.6783551806090315,-7.877553466943725,False,True,127998.71924822914,127878.28890544685
326,2020-02-17 00:00:00+00:00,VET,SELL,59047.41129953553,0.006756000220775604,398.92432377588995,-22.260864840594706,-5.285291468514722,False,True,127998.71924822914,127856.02804060627
327,2020-02-17 00:00:00+00:00,XLM,BUY,5534.04261277978,0.07185100018978119,397.62649682109713,,,,,127998.71924822914,127856.02804060627
328,2020-02-18 00:00:00+00:00,ALGO,BUY,56.99038720184035,0.3488540053367615,19.881324841054916,,,,,126530.03995744158,127856.02804060627
329,2020-02-18 00:00:00+00:00,FIL,SELL,70.79436302024172,5.535242080688477,391.8639372651781,-34.246831173740475,-8.037072449308361,False,True,126530.03995744158,127821.78120943253
330,2020-02-18 00:00:00+00:00,LTC,BUY,4.845381172858958,77.0351791381836,373.26480664397195,,,,,126530.03995744158,127821.78120943253
331,2020-02-18 00:00:00+00:00,TRX,BUY,826.9047885433577,0.02256999909877777,18.663240332198605,,,,,126530.03995744158,127821.78120943253
332,2020-02-18 00:00:00+00:00,UNI,SELL,5971130.474265434,0.0014029999729245901,8377.495893723599,-1940.6175832020308,-18.80787207411344,False,True,126530.03995744158,125881.1636262305
333,2020-02-18 00:00:00+00:00,VET,BUY,1131582.9187563553,0.007034000009298325,7959.554261054029,,,,,126530.03995744158,125881.1636262305
334,2020-02-18 05:00:00+00:00,NVDA,SELL,3.5347752502762027,7.381278038024902,26.091158924217712,2.5231561193848684,10.70585462959751,True,False,129046.56693848479,125883.68678234989
335,2020-02-18 05:00:00+00:00,PYPL,BUY,3.4656223896385807,121.98799133300781,422.764314030709,,,,,129046.56693848479,125883.68678234989
336,2020-02-18 05:00:00+00:00,SHEL,SELL,194.87841075300182,40.026023864746094,7800.207919523443,-414.59388702441265,-5.0469128384077155,False,True,129046.56693848479,125469.09289532548
337,2020-02-18 05:00:00+00:00,TSLA,SELL,181.20189050087032,57.22666549682617,10369.57997508583,1052.4203367159698,11.295506115210262,True,False,129046.56693848479,126521.51323204144
338,2020-02-18 05:00:00+00:00,ZM,SELL,114.14808788908306,96.38999938964844,11002.734121958252,1209.9695574481211,12.355750508218698,True,False,129046.56693848479,127731.48278948957
339,2020-02-19 00:00:00+00:00,ADA,SELL,14638.40879783332,0.05764500051736832,843.8310827245506,-73.32383334306587,-7.994705371852374,False,True,126785.88446016113,127658.15895614651
340,2020-02-19 00:00:00+00:00,ATOM,SELL,10.43443303640578,4.158570766448975,43.392328189666486,-2.4654176137144077,-5.376229403610684,False,True,126785.88446016113,127655.69353853278
341,2020-02-19 00:00:00+00:00,ETC,SELL,0.10677062401930575,8.879036903381348,0.9480203108644706,-0.07804158180140364,-7.6059331663355145,False,True,126785.88446016113,127655.61549695098
342,2020-02-19 00:00:00+00:00,LINK,BUY,2304.5033117620505,4.4013261795043945,10142.87075681289,,,,,126785.88446016113,127655.61549695097
343,2020-02-19 00:00:00+00:00,LTC,SELL,4.845381172858958,71.13594055175781,344.68074706310136,-28.584059580870587,-7.657850156801597,False,True,126785.88446016113,127627.0314373701
344,2020-02-19 00:00:00+00:00,TRX,SELL,826.9047885433577,0.020320000126957893,16.80270540818312,-1.8605349240154858,-9.968981221367079,False,True,126785.88446016113,127625.17090244609
345,2020-02-19 00:00:00+00:00,UNI,BUY,7234572.758758573,0.0014019999653100967,10142.87075681289,,,,,126785.88446016113,127625.17090244609
346,2020-02-19 00:00:00+00:00,VET,SELL,1131582.9187563553,0.006492000073194504,7346.236391391909,-613.3178696621198,-7.70542984628014,False,True,126785.88446016113,127011.85303278397
347,2020-02-19 00:00:00+00:00,XRP,SELL,1391.11007245871,0.2776019871234894,386.1749204220392,-24.249836644310392,-5.908473167565314,False,True,126785.88446016113,126987.60319613967
348,2020-02-19 05:00:00+00:00,SHEL,BUY,242.55164712723342,40.033992767333984,9710.310886796608,,,,,129099.06838619286,126987.60319613967
349,2020-02-19 05:00:00+00:00,ZM,BUY,74.77867039308745,103.93000030517578,7771.747236774218,,,,,129099.06838619286,126987.60319613967
350,2020-02-20 00:00:00+00:00,ADA,BUY,6669.882484614568,0.0582600012421608,388.5873618387113,,,,,128550.03293245814,126987.60319613967
351,2020-02-20 00:00:00+00:00,ALGO,SELL,56.99038720184035,0.4372119903564453,24.916880619701107,5.0355557786461915,25.328069527075854,True,False,128550.03293245814,126992.63875191832
352,2020-02-20 00:00:00+00:00,ETC,BUY,4.841784048615657,8.901761054992676,43.10040468065162,,,,,128550.03293245814,126992.63875191832
353,2020-02-20 00:00:00+00:00,FIL,BUY,0.37455031418647733,5.753620147705078,2.155020234032583,,,,,128550.03293245814,126992.63875191832
354,2020-02-20 00:00:00+00:00,TRX,BUY,5.422252883990485,0.019872000440955162,0.1077510117016293,,,,,128550.03293245814,126992.63875191832
355,2020-02-20 00:00:00+00:00,UNI,SELL,7234572.758758573,0.0016949999844655395,12262.600713710595,2119.729956897705,20.898718003223085,True,False,128550.03293245814,129112.36870881602
356,2020-02-20 00:00:00+00:00,XRP,BUY,37753.86826921719,0.2723959982395172,10284.00263459665,,,,,128550.03293245814,129112.36870881602
357,2020-02-20 05:00:00+00:00,NVDA,BUY,244.64788209506497,7.6831793785095215,1879.673562708832,,,,,130726.99990753904,129112.36870881602
358,2020-02-20 05:00:00+00:00,TSLA,BUY,1.567422168166683,59.96066665649414,93.98367813544178,,,,,130726.99990753904,129112.36870881602
359,2020-02-21 00:00:00+00:00,ALGO,BUY,11.191650445092405,0.41988301277160645,4.699183906772089,,,,,128965.93837054333,129112.36870881602
360,2020-02-21 00:00:00+00:00,ATOM,BUY,0.048602305870244285,4.834321975708008,0.23495919533860427,,,,,128965.93837054333,129112.36870881602
361,2020-02-21 00:00:00+00:00,FIL,SELL,0.37455031418647733,5.127295970916748,1.9204303168339274,-0.23458991719865563,-10.885740815513323,False,True,128965.93837054333,129112.13411889882
362,2020-02-21 00:00:00+00:00,LTC,BUY,0.024998417421249666,73.45092010498047,1.8361567607591611,,,,,128965.93837054333,129112.13411889883
363,2020-02-21 00:00:00+00:00,UNI,BUY,55.81023748436106,0.0016449999529868364,0.09180783803795813,,,,,128965.93837054333,129112.13411889882
364,2020-02-21 00:00:00+00:00,VET,BUY,0.6916365666427386,0.006637000013142824,0.004590391901897914,,,,,128965.93837054333,129112.13411889883
365,2020-02-21 05:00:00+00:00,ROKU,SELL,1.2218132467415495,119.37999725341797,145.86006204019586,-9.921126919351707,-6.368629605162387,False,True,128841.53040793515,129102.21299197948
366,2020-02-21 06:00:00+00:00,VIX,SELL,0.08657812502092654,17.079999923706055,1.4787543687520386,0.25367393273286165,20.706716495870214,True,False,129102.46666591222,129102.4666659122
367,2020-02-22 00:00:00+00:00,FIL,BUY,28.04426049862335,4.991114139556885,139.9721051080956,,,,,128430.79316313834,129102.4666659122
368,2020-02-22 00:00:00+00:00,LINK,SELL,2304.5033117620505,4.1029372215271,9455.232414960987,-687.6383418519035,-6.7795238482164635,False,True,128430.79316313834,128414.82832406029
369,2020-02-23 00:00:00+00:00,LINK,BUY,2118.418596005139,4.243481159210205,8989.469399468342,,,,,129158.80859898811,128414.8283240603
370,2020-02-23 00:00:00+00:00,MATIC,SELL,2.5579923557064146,0.02229899913072586,0.05704066931630074,0.005737574683006896,11.183681460188991,True,False,129158.80859898811,128414.83406163499
371,2020-02-23 23:00:00+00:00,AIR,SELL,64.12342899048295,116.2190933227539,7452.366778019921,-547.633221980077,-6.845415274750964,False,True,128244.4351491445,127867.2008396549
372,2020-02-24 00:00:00+00:00,ALGO,SELL,11.191650445092405,0.49331000447273254,5.520953131125793,0.8217692243537043,17.48748805445635,True,False,127080.68300771972,127868.02260887926
373,2020-02-24 00:00:00+00:00,ATOM,SELL,0.048602305870244285,4.3819780349731445,0.21297423677245678,-0.02198495856614749,-9.356926224770449,False,True,127080.68300771972,127868.0006239207
374,2020-02-24 00:00:00+00:00,LINK,SELL,2118.418596005139,3.913672924041748,8290.797500971847,-698.6718984964955,-7.772114987541051,False,True,127080.68300771972,127169.3287254242
375,2020-02-24 00:00:00+00:00,MATIC,BUY,490422.31769798545,0.020729999989271164,10166.454640617578,,,,,127080.68300771972,127169.32872542419
376,2020-02-24 00:00:00+00:00,UNI,SELL,55.81023748436106,0.0015579999890178442,0.08695234938771781,-0.004855488650240311,-5.288751760206792,False,True,127080.68300771972,127169.32386993554
