timestamp,symbol,harmony,decision,action,planet
2020-01-01T00:00:00+00:00,ATOM,0.515,BLOCK,HOLD,SUN
2020-01-01T00:00:00+00:00,ETH,0.515,BLOCK,HOLD,SUN
2020-01-01T00:00:00+00:00,XRP,0.515,BLOCK,HOLD,SUN
2020-01-01T00:00:00+00:00,ETC,0.515,BLOCK,HOLD,SUN
2020-01-01T00:00:00+00:00,TRX,0.515,BLOCK,HOLD,SUN
2020-01-01T00:00:00+00:00,XLM,0.515,BLOCK,HOLD,SUN
2020-01-01T00:00:00+00:00,FIL,0.515,BLOCK,HOLD,SUN
2020-01-01T00:00:00+00:00,ADA,0.515,BLOCK,HOLD,SUN
2020-01-01T00:00:00+00:00,LTC,0.515,BLOCK,HOLD,SUN
2020-01-01T00:00:00+00:00,DOGE,0.515,BLOCK,HOLD,SUN
2020-01-01T00:00:00+00:00,LINK,0.515,BLOCK,HOLD,SUN
2020-01-01T00:00:00+00:00,ALGO,0.515,BLOCK,HOLD,SUN
2020-01-01T00:00:00+00:00,BTC,0.515,BLOCK,HOLD,SUN
2020-01-01T00:00:00+00:00,VET,0.515,BLOCK,HOLD,SUN
2020-01-01T00:00:00+00:00,UNI,0.515,BLOCK,HOLD,SUN
2020-01-01T00:00:00+00:00,MATIC,0.515,BLOCK,HOLD,SUN
2020-01-01T23:00:00+00:00,AIR,0.515,BLOCK,HOLD,SUN
2020-01-02T00:00:00+00:00,ATOM,0.515,BLOCK,HOLD,SUN
2020-01-02T00:00:00+00:00,ETH,0.515,BLOCK,HOLD,SUN
2020-01-02T00:00:00+00:00,XRP,0.515,BLOCK,HOLD,SUN
2020-01-02T00:00:00+00:00,ETC,0.515,BLOCK,HOLD,SUN
2020-01-02T00:00:00+00:00,TRX,0.515,BLOCK,HOLD,SUN
2020-01-02T00:00:00+00:00,XLM,0.515,BLOCK,HOLD,SUN
2020-01-02T00:00:00+00:00,FIL,0.515,BLOCK,HOLD,SUN
2020-01-02T00:00:00+00:00,ADA,0.515,BLOCK,HOLD,SUN
2020-01-02T00:00:00+00:00,LTC,0.515,BLOCK,HOLD,SUN
2020-01-02T00:00:00+00:00,DOGE,0.515,BLOCK,HOLD,SUN
2020-01-02T00:00:00+00:00,LINK,0.515,BLOCK,HOLD,SUN
2020-01-02T00:00:00+00:00,ALGO,0.515,BLOCK,HOLD,SUN
2020-01-02T00:00:00+00:00,BTC,0.515,BLOCK,HOLD,SUN
2020-01-02T00:00:00+00:00,VET,0.515,BLOCK,HOLD,SUN
2020-01-02T00:00:00+00:00,UNI,0.515,BLOCK,HOLD,SUN
2020-01-02T00:00:00+00:00,MATIC,0.515,BLOCK,HOLD,SUN
2020-01-02T05:00:00+00:00,VTI,0.515,BLOCK,HOLD,SUN
2020-01-02T05:00:00+00:00,ASML,0.515,BLOCK,HOLD,SUN
2020-01-02T05:00:00+00:00,AAPL,0.545,BLOCK,HOLD,SUN
2020-01-02T05:00:00+00:00,TTE,0.515,BLOCK,HOLD,SUN
2020-01-02T05:00:00+00:00,MSFT,0.515,BLOCK,HOLD,SUN
2020-01-02T05:00:00+00:00,ZM,0.515,BLOCK,HOLD,SUN
2020-01-02T05:00:00+00:00,EFA,0.515,BLOCK,HOLD,SUN
2020-01-02T05:00:00+00:00,GLD,0.545,BLOCK,HOLD,SUN
2020-01-02T05:00:00+00:00,AMD,0.515,BLOCK,HOLD,SUN
2020-01-02T05:00:00+00:00,SAP,0.515,BLOCK,HOLD,SUN
2020-01-02T05:00:00+00:00,META,0.545,BLOCK,HOLD,SUN
2020-01-02T05:00:00+00:00,ADBE,0.515,BLOCK,HOLD,SUN
2020-01-02T05:00:00+00:00,TLT,0.515,BLOCK,HOLD,SUN
2020-01-02T05:00:00+00:00,CRM,0.515,BLOCK,HOLD,SUN
2020-01-02T05:00:00+00:00,SHEL,0.515,BLOCK,HOLD,SUN
