trade_id,timestamp,symbol,action,quantity,price,value,realized_pnl,realized_pnl_pct,is_winner,is_loser,harmony_score,dominant_planet,fire_decision,ether_decision,portfolio_value_before,portfolio_value_after
1,2020-01-30 05:00:00+00:00,TTE,BUY,0.0061398,34.57040023803711,0.21225534338150023,,,,,0.61398,SUN,APPROVE,EXECUTE,100000.0,100000.0
2,2020-01-30 05:00:00+00:00,SHEL,BUY,0.006153799999999999,42.153472900390625,0.2594040415344238,,,,,0.6153799999999999,SUN,APPROVE,EXECUTE,100000.0,100000.0
3,2020-01-30 05:00:00+00:00,USO,BUY,0.0040338,88.63999938964844,0.35755602953796384,,,,,0.6723,SUN,APPROVE,EXECUTE,100000.0,100000.0
4,2020-01-30 05:00:00+00:00,EEM,BUY,0.006517800000000001,37.635257720947266,0.2452990827735901,,,,,0.65178,SUN,APPROVE,EXECUTE,100000.0,100000.0
5,2020-01-31 05:00:00+00:00,EFA,BUY,0.006394599999999999,56.413330078125,0.36074068051757807,,,,,0.6394599999999999,SUN,APPROVE,EXECUTE,99999.97361651312,100000.0
6,2020-02-03 05:00:00+00:00,USO,SELL,0.0040338,83.91999816894531,0.33851648861389155,-0.019039540924072285,-5.32491116110538,False,True,0.6234999999999999,SUN,APPROVE,EXECUTE,99999.96109212183,99999.98096045907
7,2020-02-04 00:00:00+00:00,ATOM,BUY,0.005745,4.216973781585693,0.02422651437520981,,,,,0.5745,SUN,APPROVE,EXECUTE,99999.98096045907,99999.98096045907
8,2020-02-04 05:00:00+00:00,USO,BUY,0.003635400000000001,83.5199966430664,0.30362859579620366,,,,,0.6059000000000001,SUN,APPROVE,EXECUTE,99999.97713087696,99999.98096045907
9,2020-02-06 00:00:00+00:00,UNI,BUY,0.005562999999999999,0.002991999965161085,1.6644495806191115e-05,,,,,0.5562999999999999,SUN,APPROVE,EXECUTE,99999.98297130167,99999.98096045907
10,2020-02-07 00:00:00+00:00,ATOM,SELL,0.005745,4.810633182525635,0.027637087633609773,0.0034105732583999647,14.077853733221696,True,False,0.54338,H:0.54,APPROVE,EXECUTE,99999.98436909085,99999.98437103233
11,2020-02-07 00:00:00+00:00,UNI,SELL,0.005562999999999999,0.002643000101670623,1.4703009565593673e-05,-1.941486240597442e-06,-11.664434076010181,False,True,0.5869,SUN,APPROVE,EXECUTE,99999.98436909085,99999.98436909085
12,2020-02-08 00:00:00+00:00,UNI,BUY,0.0027241200000000004,0.0023849999997764826,6.497026199391113e-06,,,,,0.5405000000000001,SUN,APPROVE,EXECUTE,99999.98436909085,99999.98436909085
13,2020-02-09 00:00:00+00:00,UNI,SELL,0.0027241200000000004,0.0005019999807700515,1.3675081876153129e-06,-5.1295180117758e-06,-78.95178277496446,False,True,0.5405000000000001,SUN,APPROVE,EXECUTE,99999.98436396132,99999.98436396132
14,2020-02-14 00:00:00+00:00,UNI,BUY,0.002635416,0.001728000002913177,4.553998855677433e-06,,,,,0.5228999999999999,SUN,APPROVE,EXECUTE,99999.98436396132,99999.98436396132
15,2020-02-17 00:00:00+00:00,ETC,BUY,0.005869,9.609964370727539,0.056400880891799926,,,,,0.5869,SUN,APPROVE,EXECUTE,99999.98436404303,99999.98436396132
16,2020-02-18 00:00:00+00:00,UNI,SELL,0.002635416,0.0014029999729245901,3.6974885766450315e-06,-8.565102790324014e-07,-18.807872074113437,False,True,0.5437399999999999,SUN,APPROVE,EXECUTE,99999.98560969418,99999.98436310481
17,2020-02-18 05:00:00+00:00,SHEL,SELL,0.006153799999999999,40.026023864746094,0.2463121456588745,-0.01309189587554932,-5.046912838407716,False,True,0.5647,SUN,APPROVE,EXECUTE,99999.9930212308,99999.97127120894
18,2020-02-19 00:00:00+00:00,ETH,BUY,0.00678,259.76397705078125,1.7611997644042967,,,,,0.6779999999999999,SUN,APPROVE,EXECUTE,99999.96698139564,99999.97127120894
19,2020-02-19 00:00:00+00:00,XRP,BUY,0.0066067999999999995,0.2776019871234894,0.0018340608085274696,,,,,0.6606799999999999,SUN,APPROVE,EXECUTE,99999.96698139564,99999.97127120894
20,2020-02-19 00:00:00+00:00,ETC,SELL,0.005869,8.879036903381348,0.05211106758594513,-0.004289813305854796,-7.605933166335507,False,True,0.65676,SUN,APPROVE,EXECUTE,99999.96698139564,99999.96698139564
21,2020-02-19 00:00:00+00:00,TRX,BUY,0.006198,0.020320000126957893,0.00012594336078688504,,,,,0.6198,SUN,APPROVE,EXECUTE,99999.96698139564,99999.96698139564
22,2020-02-19 00:00:00+00:00,XLM,BUY,0.006542399999999999,0.07072000205516815,0.00046267854144573206,,,,,0.6542399999999999,SUN,APPROVE,EXECUTE,99999.96698139564,99999.96698139564
23,2020-02-19 00:00:00+00:00,FIL,BUY,0.00394056,5.703369140625,0.02247446830078125,,,,,0.65676,SUN,APPROVE,EXECUTE,99999.96698139564,99999.96698139564
24,2020-02-19 00:00:00+00:00,ADA,BUY,0.0061084,0.05764500051736832,0.0003521187211602926,,,,,0.6108399999999999,SUN,APPROVE,EXECUTE,99999.96698139564,99999.96698139564
25,2020-02-19 00:00:00+00:00,DOGE,BUY,0.0062456000000000005,0.002623999956995249,1.6388454131409526e-05,,,,,0.62456,SUN,APPROVE,EXECUTE,99999.96698139564,99999.96698139564
26,2020-02-19 00:00:00+00:00,ALGO,BUY,0.00678,0.35047999024391174,0.0023762543338537215,,,,,0.6779999999999999,SUN,APPROVE,EXECUTE,99999.96698139564,99999.96698139564
27,2020-02-19 00:00:00+00:00,VET,BUY,0.0061364,0.006492000073194504,3.9837509249150754e-05,,,,,0.61364,SUN,APPROVE,EXECUTE,99999.96698139564,99999.96698139564
28,2020-02-19 00:00:00+00:00,MATIC,BUY,0.0063156,0.020712999626994133,0.00013081502044424414,,,,,0.63156,SUN,APPROVE,EXECUTE,99999.96698139564,99999.96698139564
29,2020-02-19 05:00:00+00:00,SHEL,BUY,0.00360012,40.033992767333984,0.14412717804153444,,,,,0.60002,SUN,APPROVE,EXECUTE,99999.99919964942,99999.96698139564
30,2020-02-20 00:00:00+00:00,ETC,BUY,0.0063916,8.901761054992676,0.05689649595909119,,,,,0.63916,SUN,APPROVE,EXECUTE,99999.95543468963,99999.96698139564
31,2020-02-20 00:00:00+00:00,ALGO,SELL,0.00678,0.4372119903564453,0.002964297294616699,0.0005880429607629774,24.74663390973436,True,False,0.6515,SUN,APPROVE,EXECUTE,99999.95543468963,99999.96756943861
32,2020-02-21 00:00:00+00:00,ATOM,BUY,0.005990800000000001,4.834321975708008,0.028961456092071538,,,,,0.5990800000000001,SUN,APPROVE,EXECUTE,100000.00826628205,99999.96756943861
33,2020-02-21 00:00:00+00:00,FIL,SELL,0.00394056,5.127295970916748,0.020204417411155702,-0.0022700508896255495,-10.10057661540602,False,True,0.5691200000000001,H:0.57,APPROVE,EXECUTE,100000.00826628205,99999.96529938771
34,2020-02-21 00:00:00+00:00,LINK,BUY,0.0065676,4.292057991027832,0.02818852006187439,,,,,0.65676,SUN,APPROVE,EXECUTE,100000.00826628205,99999.96529938771
35,2020-02-21 00:00:00+00:00,ALGO,BUY,0.004068,0.41988301277160645,0.0017080840959548948,,,,,0.6779999999999999,SUN,APPROVE,EXECUTE,100000.00826628205,99999.96529938771
