trade_id,timestamp,symbol,action,quantity,price,value,realized_pnl,realized_pnl_pct,is_winner,is_loser,harmony_score,dominant_planet,fire_decision,ether_decision,portfolio_value_before,portfolio_value_after
1,2020-01-30 05:00:00+00:00,TTE,BUY,7.8744000000000005,34.57040023803711,272.22115963439944,,,,,0.78744,SATURN,APPROVE,EXECUTE,100000.0,100000.0
2,2020-01-30 05:00:00+00:00,SHEL,BUY,7.86,42.153472900390625,331.3262969970703,,,,,0.786,SATURN,APPROVE,EXECUTE,100000.0,100000.0
3,2020-01-30 05:00:00+00:00,USO,BUY,0.00431424,88.63999938964844,0.38241423096679683,,,,,0.7190399999999999,SATURN,APPROVE,EXECUTE,100000.0,100000.0
4,2020-02-03 05:00:00+00:00,USO,SELL,0.00431424,83.91999816894531,0.3620510129003906,-0.02036321806640623,-5.324911161105369,False,True,0.71808,SATURN,APPROVE,EXECUTE,99976.39500190645,99999.97963678194
5,2020-02-04 05:00:00+00:00,USO,BUY,0.0043128,83.5199966430664,0.36020504152221683,,,,,0.7188,SATURN,APPROVE,EXECUTE,99981.15537896333,99999.97963678194
6,2020-02-07 00:00:00+00:00,UNI,BUY,0.00858,0.002643000101670623,2.2676940872333946e-05,,,,,0.858,SATURN,APPROVE,EXECUTE,99999.97963678194,99999.97963678194
7,2020-02-08 00:00:00+00:00,UNI,SELL,0.00858,0.0023849999997764826,2.0463299998082224e-05,-2.2136408742517222e-06,-9.761637985978885,False,True,0.8069999999999999,SATURN,APPROVE,EXECUTE,99999.97963456828,99999.97963456828
8,2020-02-09 00:00:00+00:00,UNI,BUY,0.004082400000000001,0.0005019999807700515,2.0493647214956587e-06,,,,,0.81,SATURN,APPROVE,EXECUTE,99999.97963456828,99999.97963456828
9,2020-02-10 00:00:00+00:00,UNI,SELL,0.004082400000000001,0.0019099999917671084,7.797383966390045e-06,5.748019244894386e-06,280.4781005842333,True,False,0.774,SATURN,APPROVE,EXECUTE,99999.9796403163,99999.9796403163
10,2020-02-18 05:00:00+00:00,SHEL,SELL,7.86,40.026023864746094,314.60454757690434,-16.721749420165963,-5.046912838407699,False,True,0.6712,SATURN,APPROVE,EXECUTE,99976.56417599524,99983.25789089614
11,2020-02-19 00:00:00+00:00,ETC,BUY,0.00912,8.879036903381348,0.08097681655883789,,,,,0.9119999999999999,SATURN,APPROVE,EXECUTE,99983.25789089614,99983.25789089614
12,2020-02-21 00:00:00+00:00,LTC,BUY,0.009179999999999999,73.45092010498047,0.6742794465637206,,,,,0.9179999999999999,SATURN,APPROVE,EXECUTE,99983.26294569747,99983.25789089614
13,2020-02-21 00:00:00+00:00,MATIC,BUY,0.0082992,0.02076300047338009,0.00017231629352867602,,,,,0.82992,SATURN,APPROVE,EXECUTE,99983.26294569747,99983.25789089614
14,2020-02-23 00:00:00+00:00,TRX,BUY,0.008688,0.02130500040948391,0.0001850978435575962,,,,,0.8687999999999999,SATURN,APPROVE,EXECUTE,99983.32157389942,99983.25789089614
15,2020-02-23 00:00:00+00:00,ADA,BUY,8.8056,0.06151000037789345,0.5416324593275785,,,,,0.88056,SATURN,APPROVE,EXECUTE,99983.32157389942,99983.25789089614
16,2020-02-23 00:00:00+00:00,BTC,BUY,0.0008560800000000001,9924.515625,8.49617933625,,,,,0.8560800000000001,SATURN,APPROVE,EXECUTE,99983.32157389942,99983.25789089614
17,2020-02-23 23:00:00+00:00,AIR,BUY,9.1416,116.2190933227539,1062.428463519287,,,,,0.91416,SATURN,APPROVE,EXECUTE,99983.25789089614,99983.25789089614
18,2020-02-24 00:00:00+00:00,TRX,SELL,0.008688,0.01985899917781353,0.00017253498485684393,-1.2562858700752275e-05,-6.787144819892586,False,True,0.876,SATURN,APPROVE,EXECUTE,99983.02393587385,99983.25787833329
19,2020-02-24 05:00:00+00:00,TTE,SELL,7.8744000000000005,31.556148529052734,248.48573597717288,-23.735423657226562,-8.719169255286362,False,True,0.88032,SATURN,APPROVE,EXECUTE,99959.53280540265,99959.52245467606
20,2020-02-25 00:00:00+00:00,ADA,SELL,8.8056,0.05636399984359741,0.4963188370227814,-0.04531362230479713,-8.366120147424827,False,True,0.6944,SATURN,APPROVE,EXECUTE,99958.96081769135,99959.47714105375
21,2020-02-25 00:00:00+00:00,BTC,SELL,0.0008560800000000001,9341.705078125,7.99724688328125,-0.49893245296874955,-5.87243316345728,False,True,0.85272,SATURN,APPROVE,EXECUTE,99958.96081769135,99958.97820860079
22,2020-02-25 00:00:00+00:00,MATIC,SELL,0.0082992,0.019128000363707542,0.00015874710061848164,-1.3569192910194388e-05,-7.874584946278612,False,True,0.876,SATURN,APPROVE,EXECUTE,99958.96081769135,99958.9781950316
23,2020-02-26 00:00:00+00:00,ETC,SELL,0.00912,7.680284023284912,0.0700441902923584,-0.010932626266479492,-13.5009336388716,False,True,0.9359999999999999,SATURN,APPROVE,EXECUTE,99958.85309431472,99958.96726240532
24,2020-02-26 00:00:00+00:00,LTC,SELL,0.009179999999999999,61.01430892944336,0.56011135597229,-0.11416809059143063,-16.931865738049236,False,True,0.876,SATURN,APPROVE,EXECUTE,99958.85309431472,99958.85309431472
25,2020-02-26 05:00:00+00:00,TTE,BUY,5.53104,30.426666259765625,168.29110814941407,,,,,0.92184,SATURN,APPROVE,EXECUTE,99958.84446871473,99958.85309431472
26,2020-02-26 05:00:00+00:00,EFA,BUY,0.0093048,53.94711685180664,0.5019671328826905,,,,,0.93048,SATURN,APPROVE,EXECUTE,99958.84446871473,99958.85309431472
27,2020-02-26 05:00:00+00:00,SHEL,BUY,5.679359999999999,36.47063064575195,207.12984086425777,,,,,0.9465599999999998,SATURN,APPROVE,EXECUTE,99958.84446871473,99958.85309431472
